time	V(n002)	V(n004)
9.670128945598912e-001	4.967635e+000	1.267396e-002
9.670129027916796e-001	4.970991e+000	1.122410e-002
9.670129114239269e-001	4.973475e+000	1.018374e-002
9.670129233126078e-001	4.975838e+000	9.219567e-003
9.670129360325600e-001	4.977562e+000	8.528410e-003
9.670129559610839e-001	4.979355e+000	7.820894e-003
9.670129766112752e-001	4.980573e+000	7.345505e-003
9.670130104243209e-001	4.981829e+000	6.859380e-003
9.670130453480449e-001	4.982648e+000	6.544428e-003
9.670131031235576e-001	4.983465e+000	6.231803e-003
9.670131650591793e-001	4.983994e+000	6.030010e-003
9.670132734148992e-001	4.984519e+000	5.830431e-003
9.670133971098459e-001	4.984850e+000	5.704330e-003
9.670136428762798e-001	4.985168e+000	5.583944e-003
9.670140154964694e-001	4.985374e+000	5.506051e-003
9.670147607368487e-001	4.985492e+000	5.461508e-003
9.707988341815391e-001	4.986041e+000	5.448912e-003
9.745829076262297e-001	4.986546e+000	5.441482e-003
9.783669810709201e-001	4.987008e+000	5.439217e-003
9.821510545156106e-001	4.987426e+000	5.442117e-003
9.859351279603010e-001	4.987801e+000	5.450182e-003
9.897192014049916e-001	4.988132e+000	5.463413e-003
9.935032748496820e-001	4.988420e+000	5.481809e-003
9.954563998496820e-001	4.988458e+000	5.542863e-003
9.974095248496820e-001	4.988187e+000	5.755163e-003
9.993626498496820e-001	4.987385e+000	6.230905e-003
9.996067904746820e-001	4.987080e+000	6.394093e-003
1.000110330513745e+000	4.985996e+000	6.961937e-003
1.000201883248120e+000	4.985625e+000	7.153605e-003
1.000323953560620e+000	4.984919e+000	7.519448e-003
1.000568094185620e+000	4.982937e+000	8.546380e-003
1.000629129341870e+000	4.982085e+000	8.992057e-003
1.000751199654370e+000	4.979518e+000	1.034413e-002
1.000774640655951e+000	4.978751e+000	1.075403e-002
1.000821522659113e+000	4.976590e+000	1.192030e-002
1.000833243159904e+000	4.975827e+000	1.233823e-002
1.000856684161485e+000	4.973777e+000	1.347328e-002
1.000862544411880e+000	4.973054e+000	1.387948e-002
1.000874264912671e+000	4.971098e+000	1.499213e-002
1.000877195037869e+000	4.970358e+000	1.542050e-002
1.000883055288264e+000	4.968250e+000	1.665446e-002
1.000884157534844e+000	4.967608e+000	1.703654e-002
1.000886362028005e+000	4.965682e+000	1.819819e-002
1.000886913151295e+000	4.964846e+000	1.871201e-002
1.000888015397876e+000	4.962299e+000	2.029935e-002
1.000888200594462e+000	4.961624e+000	2.072847e-002
1.000888570987633e+000	4.959724e+000	2.195260e-002
1.000888663585926e+000	4.959088e+000	2.236896e-002
1.000888848782512e+000	4.957229e+000	2.361289e-002
1.000889111374478e+000	4.953685e+000	2.602659e-002
1.000889155692701e+000	4.952829e+000	2.662448e-002
1.000889244329147e+000	4.950296e+000	2.845158e-002
1.000889385950889e+000	4.944187e+000	3.304859e-002
1.000889489868336e+000	4.936871e+000	3.884945e-002
1.000889549837914e+000	4.929826e+000	4.476707e-002
1.000889598192512e+000	4.920762e+000	5.280671e-002
1.000889638890129e+000	4.908775e+000	6.400611e-002
1.000889676335177e+000	4.891177e+000	8.121534e-002
1.000889710135211e+000	4.865269e+000	1.074246e-001
1.000889740275578e+000	4.826235e+000	1.476387e-001
1.000889769009711e+000	4.760838e+000	2.151628e-001
1.000889801600321e+000	4.636216e+000	3.430753e-001
1.000889833834012e+000	4.444803e+000	5.381101e-001
1.000889882056909e+000	4.062880e+000	9.254625e-001
1.000889933617798e+000	3.594225e+000	1.399920e+000
1.000889988324829e+000	3.070118e+000	1.930238e+000
1.000890069206408e+000	2.287535e+000	2.721433e+000
1.000890230969566e+000	7.266889e-001	4.298525e+000
1.000890250927389e+000	5.425467e-001	4.486096e+000
1.000890290843036e+000	1.958960e-001	4.843338e+000
1.000890292025931e+000	1.866360e-001	4.852984e+000
1.000890294391721e+000	1.703360e-001	4.870051e+000
1.000890299123302e+000	1.410101e-001	4.900131e+000
1.000890306865641e+000	1.018545e-001	4.937922e+000
1.000890315330354e+000	6.996386e-002	4.965191e+000
1.000890319792951e+000	5.828146e-002	4.973586e+000
1.000890324103396e+000	5.053702e-002	4.978234e+000
1.000890329525376e+000	4.340107e-002	4.982077e+000
1.000890334765797e+000	3.838360e-002	4.984567e+000
1.000890341075572e+000	3.409781e-002	4.986553e+000
1.000890348741806e+000	3.039820e-002	4.988183e+000
1.000890357014267e+000	2.762027e-002	4.989363e+000
1.000890368545084e+000	2.496040e-002	4.990458e+000
1.000890380688116e+000	2.306052e-002	4.991225e+000
1.000890399221137e+000	2.114851e-002	4.991982e+000
1.000890419195940e+000	1.979313e-002	4.992514e+000
1.000890448005265e+000	1.855347e-002	4.992994e+000
1.000890482950575e+000	1.759928e-002	4.993362e+000
1.000890530541754e+000	1.680133e-002	4.993668e+000
1.000890592862349e+000	1.616858e-002	4.993909e+000
1.000890678398869e+000	1.565961e-002	4.994103e+000
1.000890796285335e+000	1.526156e-002	4.994254e+000
1.000890962048868e+000	1.495912e-002	4.994369e+000
1.000891201910670e+000	1.473793e-002	4.994452e+000
1.000891551784166e+000	1.459124e-002	4.994508e+000
1.000892902229899e+000	1.447087e-002	4.994554e+000
1.004568419387789e+000	1.395799e-002	4.994557e+000
1.008243936545678e+000	1.348047e-002	4.994559e+000
1.011919453703567e+000	1.303830e-002	4.994558e+000
1.015594970861457e+000	1.263149e-002	4.994554e+000
1.019270488019346e+000	1.226003e-002	4.994549e+000
1.022946005177236e+000	1.192393e-002	4.994540e+000
1.026621522335125e+000	1.162318e-002	4.994530e+000
1.028574647335125e+000	1.153866e-002	4.994490e+000
1.030527772335125e+000	1.162656e-002	4.994369e+000
1.032480897335125e+000	1.300224e-002	4.993596e+000
1.034434022335125e+000	1.672429e-002	4.991629e+000
1.034464539913250e+000	1.696081e-002	4.991506e+000
1.034525575069500e+000	1.793010e-002	4.991000e+000
1.034647645382000e+000	2.050607e-002	4.989643e+000
1.034670859807316e+000	2.126881e-002	4.989235e+000
1.034717288657947e+000	2.341599e-002	4.988076e+000
1.034728895870605e+000	2.417188e-002	4.987662e+000
1.034752110295920e+000	2.619658e-002	4.986542e+000
1.034757913902249e+000	2.690556e-002	4.986143e+000
1.034769521114907e+000	2.881307e-002	4.985059e+000
1.034772422918071e+000	2.951944e-002	4.984651e+000
1.034778226524400e+000	3.151364e-002	4.983486e+000
1.034779522875386e+000	3.225299e-002	4.983046e+000
1.034782115577358e+000	3.447755e-002	4.981705e+000
1.034782541738326e+000	3.507086e-002	4.981341e+000
1.034783394060260e+000	3.679892e-002	4.980270e+000
1.034783607140744e+000	3.742520e-002	4.979876e+000
1.034784033301712e+000	3.910986e-002	4.978803e+000
1.034784139841954e+000	3.966688e-002	4.978443e+000
1.034784352922437e+000	4.131008e-002	4.977360e+000
1.034784684055204e+000	4.477439e-002	4.975039e+000
1.034784736026195e+000	4.556381e-002	4.974496e+000
1.034784839968177e+000	4.793045e-002	4.972820e+000
1.034785002082136e+000	5.349730e-002	4.968722e+000
1.034785115698055e+000	5.928806e-002	4.964307e+000
1.034785134330116e+000	6.068695e-002	4.963198e+000
1.034785171594237e+000	6.466579e-002	4.959915e+000
1.034785237798023e+000	7.503251e-002	4.950916e+000
1.034785294891950e+000	8.990981e-002	4.937166e+000
1.034785339847371e+000	1.102600e-001	4.917314e+000
1.034785374618679e+000	1.373641e-001	4.889875e+000
1.034785404449865e+000	1.774610e-001	4.848540e+000
1.034785432992492e+000	2.448666e-001	4.778956e+000
1.034785465492815e+000	3.730997e-001	4.647398e+000
1.034785498108532e+000	5.714104e-001	4.445418e+000
1.034785548422713e+000	9.763713e-001	4.034801e+000
1.034785606411966e+000	1.507659e+000	3.496970e+000
1.034785660800187e+000	2.029945e+000	2.968561e+000
1.034785750828035e+000	2.898545e+000	2.089960e+000
1.034785930883731e+000	4.622024e+000	3.459207e-001
1.034785934492121e+000	4.654704e+000	3.124817e-001
1.034785941708902e+000	4.714403e+000	2.504290e-001
1.034785956142463e+000	4.823809e+000	1.363052e-001
1.034785964050183e+000	4.874337e+000	8.462462e-002
1.034785970697698e+000	4.905941e+000	5.479405e-002
1.034785979153649e+000	4.935002e+000	3.107127e-002
1.034785982305261e+000	4.942703e+000	2.573259e-002
1.034785986683006e+000	4.950185e+000	2.135311e-002
1.034785991800584e+000	4.956772e+000	1.783016e-002
1.034785997345453e+000	4.961987e+000	1.525727e-002
1.034786003149062e+000	4.965912e+000	1.344008e-002
1.034786010500330e+000	4.969473e+000	1.187103e-002
1.034786018367308e+000	4.972183e+000	1.071898e-002
1.034786028825921e+000	4.974703e+000	9.678056e-003
1.034786040223761e+000	4.976602e+000	8.910226e-003
1.034786057103240e+000	4.978500e+000	8.155708e-003
1.034786074993955e+000	4.979833e+000	7.632369e-003
1.034786105028552e+000	4.981262e+000	7.076966e-003
1.034786135098639e+000	4.982174e+000	6.725170e-003
1.034786184610351e+000	4.983088e+000	6.374703e-003
1.034786237403221e+000	4.983685e+000	6.146600e-003
1.034786328495884e+000	4.984283e+000	5.918899e-003
1.034786425807072e+000	4.984651e+000	5.779036e-003
1.034786609323882e+000	4.985008e+000	5.643495e-003
1.034786877461963e+000	4.985256e+000	5.549733e-003
1.034787413738124e+000	4.985430e+000	5.483839e-003
1.034790499023691e+000	4.985541e+000	5.442159e-003
1.038439014437903e+000	4.986044e+000	5.440506e-003
1.042087529852115e+000	4.986515e+000	5.440658e-003
1.045736045266328e+000	4.986951e+000	5.442614e-003
1.049384560680540e+000	4.987355e+000	5.446375e-003
1.053033076094752e+000	4.987725e+000	5.451941e-003
1.056681591508964e+000	4.988062e+000	5.459311e-003
1.060330106923177e+000	4.988365e+000	5.468485e-003
1.062283231923177e+000	4.988458e+000	5.504167e-003
1.064236356923177e+000	4.988397e+000	5.612443e-003
1.066189481923177e+000	4.987410e+000	6.186076e-003
1.068142606923177e+000	4.984882e+000	7.539776e-003
1.068154051014973e+000	4.984819e+000	7.570491e-003
1.068260862538411e+000	4.983990e+000	7.999847e-003
1.068382932850911e+000	4.982016e+000	9.041200e-003
1.068627073475911e+000	4.975561e+000	1.248378e-002
1.068633176383315e+000	4.975201e+000	1.268104e-002
1.068645382198122e+000	4.973847e+000	1.343938e-002
1.068667308796527e+000	4.970488e+000	1.534550e-002
1.068670375588323e+000	4.969510e+000	1.591790e-002
1.068676509171916e+000	4.966256e+000	1.784896e-002
1.068676999054495e+000	4.965796e+000	1.812753e-002
1.068677978819652e+000	4.964424e+000	1.896846e-002
1.068678223760941e+000	4.963953e+000	1.926074e-002
1.068678836114165e+000	4.962353e+000	2.026361e-002
1.068679081055454e+000	4.961251e+000	2.097118e-002
1.068679570938032e+000	4.958299e+000	2.289039e-002
1.068679644902127e+000	4.957654e+000	2.331840e-002
1.068679792830315e+000	4.955685e+000	2.465938e-002
1.068680023220148e+000	4.951110e+000	2.787408e-002
1.068680158511699e+000	4.947124e+000	3.076027e-002
1.068680185347709e+000	4.945962e+000	3.162959e-002
1.068680239019728e+000	4.942648e+000	3.420440e-002
1.068680327870943e+000	4.934450e+000	4.089704e-002
1.068680401993547e+000	4.923070e+000	5.078996e-002
1.068680453271707e+000	4.909414e+000	6.343336e-002
1.068680492867369e+000	4.891557e+000	8.084037e-002
1.068680526139398e+000	4.866662e+000	1.059942e-001
1.068680555818104e+000	4.829314e+000	1.444518e-001
1.068680584287020e+000	4.766572e+000	2.092452e-001
1.068680617036555e+000	4.645174e+000	3.339105e-001
1.068680648807485e+000	4.461063e+000	5.215846e-001
1.068680695298725e+000	4.098485e+000	8.894072e-001
1.068680744264650e+000	3.656639e+000	1.336755e+000
1.068680798527209e+000	3.138014e+000	1.861559e+000
1.068680874297655e+000	2.404652e+000	2.602983e+000
1.068681025838547e+000	9.394163e-001	4.083088e+000
1.068681059561323e+000	6.178452e-001	4.408610e+000
1.068681067992017e+000	5.396929e-001	4.488199e+000
1.068681084853406e+000	3.898074e-001	4.642150e+000
1.068681105222597e+000	2.174278e-001	4.820740e+000
1.068681107634029e+000	1.987569e-001	4.840244e+000
1.068681112456892e+000	1.658904e-001	4.874487e+000
1.068681120619746e+000	1.183888e-001	4.922329e+000
1.068681128162204e+000	8.512157e-002	4.952863e+000
1.068681136147132e+000	6.058871e-002	4.971918e+000
1.068681139664528e+000	5.314917e-002	4.976749e+000
1.068681144345560e+000	4.625211e-002	4.980590e+000
1.068681149578241e+000	4.052787e-002	4.983524e+000
1.068681155773709e+000	3.566100e-002	4.985840e+000
1.068681162589866e+000	3.185262e-002	4.987552e+000
1.068681170448585e+000	2.878723e-002	4.988872e+000
1.068681180978061e+000	2.593771e-002	4.990059e+000
1.068681192127407e+000	2.388011e-002	4.990896e+000
1.068681208630876e+000	2.185073e-002	4.991706e+000
1.068681226532416e+000	2.039523e-002	4.992279e+000
1.068681253433607e+000	1.899613e-002	4.992823e+000
1.068681283525269e+000	1.799718e-002	4.993209e+000
1.068681327899465e+000	1.708856e-002	4.993558e+000
1.068681380358079e+000	1.642962e-002	4.993810e+000
1.068681460208905e+000	1.583809e-002	4.994035e+000
1.068681556876487e+000	1.542329e-002	4.994193e+000
1.068681711683180e+000	1.506021e-002	4.994330e+000
1.068681902203133e+000	1.482556e-002	4.994420e+000
1.068682235207299e+000	1.463876e-002	4.994490e+000
1.068682778207593e+000	1.452186e-002	4.994534e+000
1.068686036209357e+000	1.445691e-002	4.994559e+000
1.072351362666781e+000	1.395197e-002	4.994560e+000
1.076016689124205e+000	1.348061e-002	4.994560e+000
1.079682015581629e+000	1.304282e-002	4.994557e+000
1.083347342039053e+000	1.263862e-002	4.994553e+000
1.087012668496477e+000	1.226799e-002	4.994547e+000
1.090677994953900e+000	1.193094e-002	4.994540e+000
1.094343321411324e+000	1.162746e-002	4.994530e+000
1.096296446411324e+000	1.153998e-002	4.994492e+000
1.098249571411324e+000	1.161736e-002	4.994375e+000
1.100202696411324e+000	1.282340e-002	4.993690e+000
1.102155821411324e+000	1.604260e-002	4.991984e+000
1.102186338989449e+000	1.622960e-002	4.991887e+000
1.102247374145699e+000	1.695074e-002	4.991511e+000
1.102369444458199e+000	1.878198e-002	4.990555e+000
1.102399962036324e+000	1.944277e-002	4.990207e+000
1.102460997192574e+000	2.121901e-002	4.989263e+000
1.102476255981637e+000	2.181053e-002	4.988946e+000
1.102506773559762e+000	2.366713e-002	4.987930e+000
1.102514018783967e+000	2.377262e-002	4.987887e+000
1.102521264008171e+000	2.406095e-002	4.987737e+000
1.102528509232376e+000	2.453210e-002	4.987481e+000
1.102535754456581e+000	2.518608e-002	4.987117e+000
1.102542999680786e+000	2.602289e-002	4.986647e+000
1.102550244904990e+000	2.704253e-002	4.986069e+000
1.102557490129195e+000	2.824501e-002	4.985385e+000
1.102561315180445e+000	2.917239e-002	4.984849e+000
1.102568965282945e+000	3.167121e-002	4.983392e+000
1.102570212338494e+000	3.238664e-002	4.982965e+000
1.102572706449592e+000	3.458010e-002	4.981643e+000
1.102573084765418e+000	3.510616e-002	4.981320e+000
1.102573841397069e+000	3.659714e-002	4.980396e+000
1.102574030554982e+000	3.710589e-002	4.980077e+000
1.102574408870808e+000	3.856048e-002	4.979151e+000
1.102574815794236e+000	4.066938e-002	4.977790e+000
1.102574917525093e+000	4.144725e-002	4.977278e+000
1.102575120986806e+000	4.366935e-002	4.975785e+000
1.102575306211751e+000	4.634853e-002	4.973953e+000
1.102575352517987e+000	4.728847e-002	4.973294e+000
1.102575445130460e+000	4.995319e-002	4.971372e+000
1.102575575645591e+000	5.551381e-002	4.967198e+000
1.102575674324936e+000	6.227757e-002	4.961856e+000
1.102575737328786e+000	6.929750e-002	4.956006e+000
1.102575784581651e+000	7.763776e-002	4.948664e+000
1.102575826510681e+000	8.918741e-002	4.937954e+000
1.102575864133843e+000	1.056319e-001	4.921970e+000
1.102575898358538e+000	1.300593e-001	4.897356e+000
1.102575929386226e+000	1.673382e-001	4.859015e+000
1.102575958416065e+000	2.291812e-001	4.795146e+000
1.102575991876802e+000	3.501122e-001	4.670912e+000
1.102576022960433e+000	5.272401e-001	4.490306e+000
1.102576068862826e+000	8.817179e-001	4.130645e+000
1.102576116384133e+000	1.308401e+000	3.698625e+000
1.102576170648477e+000	1.826273e+000	3.174568e+000
1.102576243482008e+000	2.531159e+000	2.461910e+000
1.102576389149070e+000	3.941558e+000	1.037432e+000
1.102576422511786e+000	4.252532e+000	7.214978e-001
1.102576489237219e+000	4.841260e+000	1.177325e-001
1.102576489934207e+000	4.846554e+000	1.122688e-001
1.102576491328183e+000	4.855347e+000	1.031975e-001
1.102576494116136e+000	4.871351e+000	8.705347e-002
1.102576499692041e+000	4.897345e+000	6.263740e-002
1.102576510843851e+000	4.936586e+000	3.013479e-002
1.102576513735075e+000	4.943732e+000	2.508458e-002
1.102576518308774e+000	4.951218e+000	2.077942e-002
1.102576523363512e+000	4.957422e+000	1.750161e-002
1.102576529718197e+000	4.963051e+000	1.475869e-002
1.102576535504997e+000	4.966683e+000	1.309501e-002
1.102576544298854e+000	4.970541e+000	1.141452e-002
1.102576552308021e+000	4.973013e+000	1.037267e-002
1.102576564006004e+000	4.975486e+000	9.360221e-003
1.102576576315837e+000	4.977263e+000	8.645894e-003
1.102576596359740e+000	4.979176e+000	7.889830e-003
1.102576616067813e+000	4.980414e+000	7.405644e-003
1.102576647016118e+000	4.981639e+000	6.931321e-003
1.102576683199757e+000	4.982550e+000	6.580664e-003
1.102576733618414e+000	4.983324e+000	6.284548e-003
1.102576799020511e+000	4.983930e+000	6.053330e-003
1.102576889653594e+000	4.984418e+000	5.867390e-003
1.102577014773073e+000	4.984799e+000	5.722914e-003
1.102577191047478e+000	4.985085e+000	5.614287e-003
1.102577448132790e+000	4.985293e+000	5.535483e-003
1.102578402235025e+000	4.985503e+000	5.456187e-003
1.106317109463934e+000	4.986038e+000	5.446844e-003
1.110055816692843e+000	4.986533e+000	5.441579e-003
1.113794523921752e+000	4.986987e+000	5.440393e-003
1.117533231150661e+000	4.987401e+000	5.443286e-003
1.121271938379569e+000	4.987775e+000	5.450258e-003
1.125010645608478e+000	4.988109e+000	5.461308e-003
1.128749352837387e+000	4.988402e+000	5.476438e-003
1.130702477837387e+000	4.988462e+000	5.527419e-003
1.132655602837387e+000	4.988286e+000	5.692745e-003
1.134608727837387e+000	4.987724e+000	6.046967e-003
1.134852868462387e+000	4.987530e+000	6.154438e-003
1.135341149712387e+000	4.985989e+000	6.963698e-003
1.136317712212387e+000	2.942549e+000	2.063704e+000
1.136318189049545e+000	8.961399e-001	4.126584e+000
1.136318203950706e+000	7.623495e-001	4.261974e+000
1.136318233753029e+000	4.870872e-001	4.542470e+000
1.136318255763426e+000	2.913696e-001	4.743535e+000
1.136318260380683e+000	2.533058e-001	4.783082e+000
1.136318269615196e+000	1.844026e-001	4.855136e+000
1.136318277139752e+000	1.352730e-001	4.905815e+000
1.136318283458390e+000	1.029766e-001	4.937078e+000
1.136318292144715e+000	7.043129e-002	4.964794e+000
1.136318296612408e+000	5.858734e-002	4.973367e+000
1.136318301018505e+000	5.061791e-002	4.978166e+000
1.136318306472693e+000	4.339105e-002	4.982067e+000
1.136318311523723e+000	3.853792e-002	4.984480e+000
1.136318318168322e+000	3.400437e-002	4.986583e+000
1.136318325327293e+000	3.053102e-002	4.988117e+000
1.136318334188035e+000	2.754421e-002	4.989386e+000
1.136318344777944e+000	2.508101e-002	4.990402e+000
1.136318357982351e+000	2.300224e-002	4.991241e+000
1.136318374620879e+000	2.126184e-002	4.991932e+000
1.136318396633318e+000	1.975918e-002	4.992521e+000
1.136318423229230e+000	1.859638e-002	4.992972e+000
1.136318460173488e+000	1.758191e-002	4.993363e+000
1.136318504753947e+000	1.682387e-002	4.993654e+000
1.136318570494427e+000	1.615176e-002	4.993911e+000
1.136318650503716e+000	1.566907e-002	4.994095e+000
1.136318775579288e+000	1.524443e-002	4.994256e+000
1.136318929303141e+000	1.495998e-002	4.994364e+000
1.136319188054572e+000	1.472516e-002	4.994453e+000
1.136319571840302e+000	1.457237e-002	4.994511e+000
1.136321296198890e+000	1.445113e-002	4.994557e+000
1.140139376164147e+000	1.391957e-002	4.994562e+000
1.143957456129405e+000	1.342780e-002	4.994563e+000
1.147775536094662e+000	1.297585e-002	4.994560e+000
1.151593616059919e+000	1.256370e-002	4.994554e+000
1.155411696025176e+000	1.219135e-002	4.994544e+000
1.159229775990434e+000	1.185882e-002	4.994530e+000
1.163047855955691e+000	1.156609e-002	4.994513e+000
1.165000980955691e+000	1.155159e-002	4.994440e+000
1.166954105955691e+000	1.194093e-002	4.994169e+000
1.168907230955691e+000	1.293191e-002	4.993598e+000
1.168907409769625e+000	1.293120e-002	4.993598e+000
1.169047574249709e+000	1.319501e-002	4.993460e+000
1.169187738729794e+000	1.361204e-002	4.993243e+000
1.169327903209878e+000	1.418229e-002	4.992946e+000
1.169468067689962e+000	1.490576e-002	4.992571e+000
1.169608232170046e+000	1.578244e-002	4.992116e+000
1.169748396650131e+000	1.681235e-002	4.991581e+000
1.169888561130215e+000	1.799547e-002	4.990968e+000
1.169917524805227e+000	1.852373e-002	4.990691e+000
1.169956143038577e+000	1.944274e-002	4.990205e+000
1.170033379505277e+000	2.178734e-002	4.988958e+000
1.170047902029521e+000	2.241629e-002	4.988619e+000
1.170076947078008e+000	2.407697e-002	4.987716e+000
1.170084208340130e+000	2.460665e-002	4.987424e+000
1.170098730864373e+000	2.609118e-002	4.986597e+000
1.170117194446707e+000	2.863161e-002	4.985162e+000
1.170120881594852e+000	2.951465e-002	4.984652e+000
1.170128255891142e+000	3.220876e-002	4.983073e+000
1.170129237946715e+000	3.284590e-002	4.982692e+000
1.170131202057863e+000	3.481799e-002	4.981497e+000
1.170131612307858e+000	3.548079e-002	4.981088e+000
1.170132432807850e+000	3.741980e-002	4.979879e+000
1.170132637932847e+000	3.815013e-002	4.979415e+000
1.170133048182843e+000	4.017309e-002	4.978114e+000
1.170133150745342e+000	4.086892e-002	4.977659e+000
1.170133355870339e+000	4.287602e-002	4.976319e+000
1.170133587044655e+000	4.590870e-002	4.974258e+000
1.170133637532992e+000	4.686298e-002	4.973593e+000
1.170133738509665e+000	4.960323e-002	4.971626e+000
1.170133867193827e+000	5.474307e-002	4.967793e+000
1.170133966228511e+000	6.101365e-002	4.962886e+000
1.170134029113895e+000	6.742874e-002	4.957596e+000
1.170134080605840e+000	7.570332e-002	4.950395e+000
1.170134124334905e+000	8.669051e-002	4.940310e+000
1.170134163096959e+000	1.022146e-001	4.925341e+000
1.170134198206994e+000	1.251569e-001	4.902343e+000
1.170134229872919e+000	1.598103e-001	4.866786e+000
1.170134258912278e+000	2.149249e-001	4.809844e+000
1.170134289149122e+000	3.129595e-001	4.708978e+000
1.170134320828636e+000	4.771295e-001	4.541297e+000
1.170134360632668e+000	7.649395e-001	4.248958e+000
1.170134404210340e+000	1.144577e+000	3.864434e+000
1.170134457291181e+000	1.645472e+000	3.357503e+000
1.170134519231686e+000	2.243594e+000	2.752567e+000
1.170134637609768e+000	3.392602e+000	1.591775e+000
1.170134666569995e+000	3.672591e+000	1.309049e+000
1.170134724490449e+000	4.228093e+000	7.476710e-001
1.170134738970562e+000	4.363991e+000	6.096686e-001
1.170134767930789e+000	4.627989e+000	3.398105e-001
1.170134775170846e+000	4.690252e+000	2.755127e-001
1.170134789650959e+000	4.806465e+000	1.542249e-001
1.170134791513570e+000	4.820237e+000	1.398082e-001
1.170134795238792e+000	4.844535e+000	1.146164e-001
1.170134802689235e+000	4.885847e+000	7.353579e-002
1.170134810562616e+000	4.918956e+000	4.374020e-002
1.170134818062077e+000	4.940808e+000	2.715725e-002
1.170134822024389e+000	4.948582e+000	2.225799e-002
1.170134827600688e+000	4.956114e+000	1.817335e-002
1.170134832724085e+000	4.961187e+000	1.563786e-002
1.170134838766950e+000	4.965431e+000	1.366034e-002
1.170134846482395e+000	4.969287e+000	1.195262e-002
1.170134854603052e+000	4.972122e+000	1.074515e-002
1.170134865724703e+000	4.974786e+000	9.644696e-003
1.170134877849349e+000	4.976763e+000	8.845958e-003
1.170134895412613e+000	4.978658e+000	8.093580e-003
1.170134915366812e+000	4.980072e+000	7.539008e-003
1.170134943531252e+000	4.981344e+000	7.045311e-003
1.170134977060594e+000	4.982303e+000	6.675478e-003
1.170135024267892e+000	4.983135e+000	6.356767e-003
1.170135083261438e+000	4.983766e+000	6.115678e-003
1.170135168735536e+000	4.984303e+000	5.911475e-003
1.170135278889435e+000	4.984697e+000	5.761452e-003
1.170135445588054e+000	4.985021e+000	5.638917e-003
1.170135666478088e+000	4.985240e+000	5.555841e-003
1.170136507657333e+000	4.985486e+000	5.462748e-003
1.174025276021785e+000	4.986054e+000	5.447409e-003
1.177914044386238e+000	4.986574e+000	5.438804e-003
1.181802812750691e+000	4.987046e+000	5.436934e-003
1.185691581115143e+000	4.987469e+000	5.441798e-003
1.189580349479596e+000	4.987844e+000	5.453396e-003
1.193469117844049e+000	4.988171e+000	5.471729e-003
1.197357886208501e+000	4.988450e+000	5.496797e-003
1.199311011208501e+000	4.988423e+000	5.588589e-003
1.201264136208501e+000	4.987763e+000	5.996228e-003
1.203217261208501e+000	4.985761e+000	7.080488e-003
1.203461401833501e+000	4.984127e+000	7.940128e-003
1.203949683083501e+000	4.977056e+000	1.166721e-002
1.203964941872564e+000	4.976372e+000	1.204048e-002
1.203995459450689e+000	4.973936e+000	1.338480e-002
1.204001651767328e+000	4.973217e+000	1.378812e-002
1.204014036400606e+000	4.971233e+000	1.491453e-002
1.204017132558926e+000	4.970476e+000	1.535201e-002
1.204023324875565e+000	4.968318e+000	1.661437e-002
1.204024426885211e+000	4.967705e+000	1.697846e-002
1.204026630904502e+000	4.965889e+000	1.807152e-002
1.204027181909325e+000	4.965128e+000	1.853747e-002
1.204028283918970e+000	4.962858e+000	1.994652e-002
1.204028495297995e+000	4.962183e+000	2.037325e-002
1.204028918056044e+000	4.960289e+000	2.158584e-002
1.204029023745556e+000	4.959644e+000	2.200480e-002
1.204029235124580e+000	4.957770e+000	2.324982e-002
1.204029498982248e+000	4.954623e+000	2.537563e-002
1.204029549798954e+000	4.953754e+000	2.597715e-002
1.204029651432366e+000	4.951204e+000	2.779715e-002
1.204029797860295e+000	4.945705e+000	3.187792e-002
1.204029903649510e+000	4.939387e+000	3.679220e-002
1.204029962136808e+000	4.933609e+000	4.154684e-002
1.204030020412494e+000	4.924453e+000	4.949888e-002
1.204030066098780e+000	4.913053e+000	5.996168e-002
1.204030105824318e+000	4.896976e+000	7.547700e-002
1.204030140996050e+000	4.873665e+000	9.885559e-002
1.204030171989017e+000	4.839175e+000	1.342581e-001
1.204030200997144e+000	4.783232e+000	1.920585e-001
1.204030231344179e+000	4.683531e+000	2.946210e-001
1.204030263030330e+000	4.517518e+000	4.641521e-001
1.204030303305472e+000	4.224211e+000	7.620397e-001
1.204030346987268e+000	3.842394e+000	1.148755e+000
1.204030400124499e+000	3.340338e+000	1.656856e+000
1.204030462843584e+000	2.734507e+000	2.269550e+000
1.204030583782313e+000	1.560669e+000	3.455323e+000
1.204030613144034e+000	1.277076e+000	3.741745e+000
1.204030671867476e+000	7.152307e-001	4.309850e+000
1.204030686548337e+000	5.785275e-001	4.448906e+000
1.204030715910058e+000	3.145525e-001	4.719528e+000
1.204030720485229e+000	2.758496e-001	4.759611e+000
1.204030729635572e+000	2.052873e-001	4.833374e+000
1.204030738303681e+000	1.459938e-001	4.894913e+000
1.204030745006892e+000	1.091780e-001	4.931323e+000
1.204030752867603e+000	7.742228e-002	4.959346e+000
1.204030758988919e+000	5.998506e-002	4.972397e+000
1.204030763251291e+000	5.162867e-002	4.977613e+000
1.204030768016577e+000	4.493017e-002	4.981291e+000
1.204030773088853e+000	3.973487e-002	4.983913e+000
1.204030780057866e+000	3.461752e-002	4.986316e+000
