Time	Channel A
(us)	(V)

0.00000000	1.74749000
0.04000000	1.83599400
0.08000000	1.83599400
0.12000000	1.83599400
0.16000000	1.83599400
0.20000000	1.83599400
0.24000000	1.83599400
0.28000000	1.92480200
0.32000000	1.92480200
0.36000000	1.92480200
0.40000000	1.92480200
0.44000000	1.92480200
0.48000000	1.92480200
0.52000000	1.92480200
0.56000000	2.01330600
0.60000000	1.92480200
0.64000000	2.01330600
0.68000000	2.01330600
0.72000000	2.01330600
0.76000000	2.01330600
0.80000000	2.10211500
0.83999999	2.01330600
0.87999999	2.10211500
0.91999999	2.10211500
0.95999999	2.10211500
0.99999999	2.10211500
1.03999999	2.10211500
1.07999999	2.10211500
1.11999999	2.19061900
1.15999999	2.19061900
1.19999999	2.27942800
1.23999999	2.27942800
1.27999999	2.36793100
1.31999999	2.36793100
1.35999999	2.36793100
1.39999999	2.45674000
1.43999999	2.45674000
1.47999999	2.63405300
1.51999999	2.63405300
1.55999999	2.72255600
1.59999999	2.72255600
1.63999999	2.81136500
1.67999999	2.81136500
1.71999999	2.81136500
1.75999999	2.98867800
1.79999999	2.98867800
1.83999999	2.98867800
1.87999999	3.07718100
1.91999999	3.16599000
1.95999999	3.16599000
1.99999999	3.25479900
2.03999999	3.34330300
2.07999999	3.34330300
2.11999999	3.43211200
2.15999999	3.52061500
2.19999999	3.52061500
2.23999999	3.52061500
2.27999999	3.60942400
2.31999999	3.69792800
2.35999999	3.69792800
2.39999999	3.78673700
2.43999999	3.78673700
2.47999998	3.87524000
2.51999998	3.96404900
2.55999998	3.96404900
2.59999998	3.96404900
2.63999998	4.05255300
2.67999998	4.14136200
2.71999998	4.14136200
2.75999998	4.22986600
2.79999998	4.22986600
2.83999998	4.22986600
2.87999998	4.31867400
2.91999998	4.40717800
2.95999998	4.31867400
2.99999998	4.40717800
3.03999998	4.40717800
3.07999998	4.49598700
3.11999998	4.49598700
3.15999998	4.49598700
3.19999998	4.49598700
3.23999998	4.49598700
3.27999998	4.49598700
3.31999998	4.58449000
3.35999998	4.58449000
3.39999998	4.58449000
3.43999998	4.58449000
3.47999998	4.58449000
3.51999998	4.58449000
3.55999998	4.58449000
3.59999998	4.58449000
3.63999998	4.58449000
3.67999998	4.67329900
3.71999998	4.67329900
3.75999998	4.58449000
3.79999998	4.58449000
3.83999998	4.58449000
3.87999998	4.58449000
3.91999998	4.58449000
3.95999998	4.58449000
3.99999998	4.58449000
4.03999998	4.58449000
4.07999998	4.58449000
