Time	Channel A
(us)	(V)

0.00000000	0.86092720
0.04000000	0.86092720
0.08000000	0.94943080
0.12000000	0.94943080
0.16000000	0.94943080
0.20000000	0.94943080
0.24000000	0.94943080
0.28000000	1.03824000
0.32000000	1.03824000
0.36000000	1.03824000
0.40000000	1.03824000
0.44000000	1.12674300
0.48000000	1.03824000
0.52000000	1.12674300
0.56000000	1.12674300
0.60000000	1.21555200
0.64000000	1.12674300
0.68000000	1.21555200
0.72000000	1.21555200
0.76000000	1.21555200
0.80000000	1.21555200
0.83999999	1.30405600
0.87999999	1.21555200
0.91999999	1.30405600
0.95999999	1.30405600
0.99999999	1.30405600
1.03999999	1.30405600
1.07999999	1.30405600
1.11999999	1.39286500
1.15999999	1.39286500
1.19999999	1.48136800
1.23999999	1.48136800
1.27999999	1.48136800
1.31999999	1.48136800
1.35999999	1.48136800
1.39999999	1.57017700
1.43999999	1.57017700
1.47999999	1.57017700
1.51999999	1.57017700
1.55999999	1.57017700
1.59999999	1.57017700
1.63999999	1.65868100
1.67999999	1.65868100
1.71999999	1.65868100
1.75999999	1.65868100
1.79999999	1.65868100
1.83999999	1.74749000
1.87999999	1.74749000
1.91999999	1.74749000
1.95999999	1.74749000
1.99999999	1.74749000
2.03999999	1.74749000
2.07999999	1.83599400
2.11999999	1.83599400
2.15999999	1.83599400
2.19999999	1.83599400
2.23999999	1.92480200
2.27999999	1.92480200
2.31999999	1.92480200
2.35999999	1.92480200
2.39999999	1.92480200
2.43999999	1.92480200
2.47999998	1.92480200
2.51999998	2.01330600
2.55999998	2.01330600
2.59999998	2.01330600
2.63999998	2.01330600
2.67999998	2.10211500
2.71999998	2.10211500
2.75999998	2.10211500
2.79999998	2.10211500
2.83999998	2.10211500
2.87999998	2.19061900
2.91999998	2.10211500
2.95999998	2.19061900
2.99999998	2.19061900
3.03999998	2.19061900
3.07999998	2.27942800
3.11999998	2.27942800
3.15999998	2.27942800
3.19999998	2.27942800
3.23999998	2.27942800
3.27999998	2.27942800
3.31999998	2.27942800
3.35999998	2.36793100
3.39999998	2.36793100
3.43999998	2.36793100
3.47999998	2.36793100
3.51999998	2.36793100
3.55999998	2.45674000
3.59999998	2.45674000
3.63999998	2.45674000
3.67999998	2.45674000
3.71999998	2.45674000
3.75999998	2.54524400
3.79999998	2.54524400
3.83999998	2.45674000
3.87999998	2.63405300
3.91999998	2.54524400
3.95999998	2.54524400
3.99999998	2.63405300
4.03999998	2.63405300
4.07999998	2.72255600
