Time	Channel B
(us)	(V)

0.00000000	-1.66203800
0.04000000	-1.66203800
0.08000000	-1.66203800
0.12000000	-1.66203800
0.16000000	-1.66203800
0.20000000	-1.66203800
0.24000000	-1.66203800
0.28000000	-1.83782500
0.32000000	-1.66203800
0.36000000	-1.83782500
0.40000000	-2.01361100
0.44000000	-1.83782500
0.48000000	-1.83782500
0.52000000	-2.01361100
0.56000000	-2.01361100
0.60000000	-2.01361100
0.64000000	-2.01361100
0.68000000	-2.18878700
0.72000000	-2.18878700
0.76000000	-2.18878700
0.80000000	-2.18878700
0.83999999	-2.18878700
0.87999999	-2.18878700
0.91999999	-2.18878700
0.95999999	-2.18878700
0.99999999	-2.18878700
1.03999999	-2.36457400
1.07999999	-2.36457400
1.11999999	-2.36457400
1.15999999	-2.36457400
1.19999999	-2.53975000
1.23999999	-2.53975000
1.27999999	-2.53975000
1.31999999	-2.53975000
1.35999999	-2.53975000
1.39999999	-2.53975000
1.43999999	-2.53975000
1.47999999	-2.53975000
1.51999999	-2.71553700
1.55999999	-2.71553700
1.59999999	-2.71553700
1.63999999	-2.71553700
1.67999999	-2.71553700
1.71999999	-2.71553700
1.75999999	-2.89132400
1.79999999	-2.89132400
1.83999999	-2.89132400
1.87999999	-2.89132400
1.91999999	-2.89132400
1.95999999	-2.89132400
1.99999999	-2.89132400
2.03999999	-2.89132400
2.07999999	-2.89132400
2.11999999	-2.89132400
2.15999999	-2.89132400
2.19999999	-3.06650000
2.23999999	-3.06650000
2.27999999	-3.06650000
2.31999999	-3.06650000
2.35999999	-3.06650000
2.39999999	-3.06650000
2.43999999	-3.06650000
2.47999998	-3.24228600
2.51999998	-3.24228600
2.55999998	-3.24228600
2.59999998	-3.24228600
2.63999998	-3.24228600
2.67999998	-3.24228600
2.71999998	-3.24228600
2.75999998	-3.41746300
2.79999998	-3.41746300
2.83999998	-3.41746300
2.87999998	-3.41746300
2.91999998	-3.41746300
2.95999998	-3.41746300
2.99999998	-3.59324900
3.03999998	-3.41746300
3.07999998	-3.59324900
3.11999998	-3.59324900
3.15999998	-3.59324900
3.19999998	-3.59324900
3.23999998	-3.59324900
3.27999998	-3.59324900
3.31999998	-3.59324900
3.35999998	-3.59324900
3.39999998	-3.59324900
3.43999998	-3.59324900
3.47999998	-3.59324900
3.51999998	-3.76903600
3.55999998	-3.76903600
3.59999998	-3.59324900
3.63999998	-3.76903600
3.67999998	-3.76903600
3.71999998	-3.76903600
3.75999998	-3.76903600
