Time	Channel B
(us)	(V)

0.00000000	4.48072800
0.04000000	4.30555200
0.08000000	4.30555200
0.12000000	4.30555200
0.16000000	4.30555200
0.20000000	4.30555200
0.24000000	4.12976500
0.28000000	4.30555200
0.32000000	4.12976500
0.36000000	4.30555200
0.40000000	4.12976500
0.44000000	4.12976500
0.48000000	4.12976500
0.52000000	4.12976500
0.56000000	3.95458800
0.60000000	3.95458800
0.64000000	3.95458800
0.68000000	3.95458800
0.72000000	3.95458800
0.76000000	3.95458800
0.80000000	3.77880200
0.83999999	3.95458800
0.87999999	3.77880200
0.91999999	3.77880200
0.95999999	3.77880200
0.99999999	3.60301500
1.03999999	3.60301500
1.07999999	3.60301500
1.11999999	3.60301500
1.15999999	3.42783900
1.19999999	3.42783900
1.23999999	3.42783900
1.27999999	3.42783900
1.31999999	3.42783900
1.35999999	3.42783900
1.39999999	3.42783900
1.43999999	3.42783900
1.47999999	3.25205200
1.51999999	3.25205200
1.55999999	3.25205200
1.59999999	3.25205200
1.63999999	3.25205200
1.67999999	3.07687600
1.71999999	3.07687600
1.75999999	3.07687600
1.79999999	3.07687600
1.83999999	3.07687600
1.87999999	3.07687600
1.91999999	2.90108900
1.95999999	2.90108900
1.99999999	2.90108900
2.03999999	2.90108900
2.07999999	2.72530300
2.11999999	2.72530300
2.15999999	2.72530300
2.19999999	2.72530300
2.23999999	2.72530300
2.27999999	2.72530300
2.31999999	2.72530300
2.35999999	2.72530300
2.39999999	2.72530300
2.43999999	2.55012700
2.47999998	2.55012700
2.51999998	2.55012700
2.55999998	2.55012700
2.59999998	2.55012700
2.63999998	2.55012700
2.67999998	2.55012700
2.71999998	2.37434000
2.75999998	2.37434000
2.79999998	2.37434000
2.83999998	2.37434000
2.87999998	2.37434000
2.91999998	2.37434000
2.95999998	2.19916400
2.99999998	2.19916400
3.03999998	2.19916400
3.07999998	2.19916400
3.11999998	2.02337700
3.15999998	2.19916400
3.19999998	2.02337700
3.23999998	2.02337700
3.27999998	2.02337700
3.31999998	2.02337700
3.35999998	2.02337700
3.39999998	2.02337700
3.43999998	2.02337700
3.47999998	2.02337700
3.51999998	1.84759100
3.55999998	1.84759100
3.59999998	1.84759100
3.63999998	1.84759100
3.67999998	1.84759100
3.71999998	1.84759100
3.75999998	1.84759100
3.79999998	1.67241400
3.83999998	1.67241400
3.87999998	1.84759100
3.91999998	1.67241400
3.95999998	1.67241400
3.99999998	1.67241400
4.03999998	1.67241400
4.07999998	1.67241400
