Time	Channel B
(us)	(V)

0.00000000	1.32145100
0.04000000	1.32145100
0.08000000	1.14566500
0.12000000	1.32145100
0.16000000	1.32145100
0.20000000	1.32145100
0.24000000	1.32145100
0.28000000	1.32145100
0.32000000	1.32145100
0.36000000	1.32145100
0.40000000	1.32145100
0.44000000	1.32145100
0.48000000	1.32145100
0.52000000	1.32145100
0.56000000	1.32145100
0.60000000	1.49662800
0.64000000	1.49662800
0.68000000	1.49662800
0.72000000	1.49662800
0.76000000	1.49662800
0.80000000	1.49662800
0.83999999	1.49662800
0.87999999	1.67241400
0.91999999	1.67241400
0.95999999	1.67241400
0.99999999	1.67241400
1.03999999	1.67241400
1.07999999	1.67241400
1.11999999	1.67241400
1.15999999	1.67241400
1.19999999	1.67241400
1.23999999	1.67241400
1.27999999	1.84759100
1.31999999	1.84759100
1.35999999	1.67241400
1.39999999	1.84759100
1.43999999	1.84759100
1.47999999	1.84759100
1.51999999	1.84759100
1.55999999	1.84759100
1.59999999	2.02337700
1.63999999	2.02337700
1.67999999	2.02337700
1.71999999	2.02337700
1.75999999	2.02337700
1.79999999	2.02337700
1.83999999	2.02337700
1.87999999	2.02337700
1.91999999	2.02337700
1.95999999	2.02337700
1.99999999	2.02337700
2.03999999	2.02337700
2.07999999	2.02337700
2.11999999	2.02337700
2.15999999	2.02337700
2.19999999	2.02337700
2.23999999	2.19916400
2.27999999	2.19916400
2.31999999	2.19916400
2.35999999	2.19916400
2.39999999	2.19916400
2.43999999	2.19916400
2.47999998	2.37434000
2.51999998	2.19916400
2.55999998	2.37434000
2.59999998	2.19916400
2.63999998	2.37434000
2.67999998	2.37434000
2.71999998	2.37434000
2.75999998	2.37434000
2.79999998	2.37434000
2.83999998	2.37434000
2.87999998	2.37434000
2.91999998	2.37434000
2.95999998	2.37434000
2.99999998	2.37434000
3.03999998	2.55012700
3.07999998	2.55012700
3.11999998	2.55012700
3.15999998	2.55012700
3.19999998	2.55012700
3.23999998	2.55012700
3.27999998	2.55012700
3.31999998	2.55012700
3.35999998	2.55012700
3.39999998	2.55012700
3.43999998	2.55012700
3.47999998	2.55012700
3.51999998	2.55012700
3.55999998	2.55012700
3.59999998	2.55012700
3.63999998	2.55012700
3.67999998	2.72530300
3.71999998	2.72530300
3.75999998	2.55012700
3.79999998	2.72530300
3.83999998	2.72530300
3.87999998	2.72530300
3.91999998	2.72530300
3.95999998	2.72530300
3.99999998	2.72530300
4.03999998	2.72530300
4.07999998	2.72530300
