Time	Channel B
(us)	(V)

0.00000000	-0.60914950
0.04000000	-0.43336280
0.08000000	-0.43336280
0.12000000	-0.43336280
0.16000000	-0.43336280
0.20000000	-0.25818660
0.24000000	-0.25818660
0.28000000	-0.25818660
0.32000000	-0.25818660
0.36000000	-0.25818660
0.40000000	-0.08239998
0.44000000	-0.08239998
0.48000000	-0.08239998
0.52000000	-0.08239998
0.56000000	-0.08239998
0.60000000	-0.08239998
0.64000000	0.09277627
0.68000000	0.09277627
0.72000000	0.09277627
0.76000000	0.09277627
0.80000000	0.26795250
0.83999999	0.26795250
0.87999999	0.26795250
0.91999999	0.26795250
0.95999999	0.26795250
0.99999999	0.44373910
1.03999999	0.44373910
1.07999999	0.44373910
1.11999999	0.61891540
1.15999999	0.61891540
1.19999999	0.61891540
1.23999999	0.61891540
1.27999999	0.61891540
1.31999999	0.79470200
1.35999999	0.79470200
1.39999999	0.79470200
1.43999999	0.79470200
1.47999999	0.79470200
1.51999999	0.96987830
1.55999999	0.96987830
1.59999999	0.96987830
1.63999999	0.96987830
1.67999999	1.14566500
1.71999999	0.96987830
1.75999999	1.14566500
1.79999999	1.14566500
1.83999999	1.14566500
1.87999999	1.14566500
1.91999999	1.14566500
1.95999999	1.14566500
1.99999999	1.14566500
2.03999999	1.14566500
2.07999999	1.14566500
2.11999999	1.32145100
2.15999999	1.32145100
2.19999999	1.14566500
2.23999999	1.14566500
2.27999999	1.32145100
2.31999999	1.32145100
2.35999999	1.32145100
2.39999999	1.32145100
2.43999999	1.32145100
2.47999998	1.32145100
2.51999998	1.32145100
2.55999998	1.32145100
2.59999998	1.32145100
2.63999998	1.32145100
2.67999998	1.49662800
2.71999998	1.32145100
2.75999998	1.32145100
2.79999998	1.49662800
2.83999998	1.49662800
2.87999998	1.49662800
2.91999998	1.49662800
2.95999998	1.67241400
2.99999998	1.49662800
3.03999998	1.67241400
3.07999998	1.67241400
3.11999998	1.67241400
3.15999998	1.67241400
3.19999998	1.67241400
3.23999998	1.67241400
3.27999998	1.67241400
3.31999998	1.67241400
3.35999998	1.84759100
3.39999998	1.84759100
3.43999998	1.84759100
3.47999998	1.84759100
3.51999998	2.02337700
3.55999998	2.02337700
3.59999998	2.02337700
3.63999998	2.02337700
3.67999998	2.02337700
3.71999998	2.02337700
3.75999998	2.02337700
3.79999998	2.02337700
3.83999998	2.02337700
3.87999998	2.02337700
3.91999998	2.19916400
3.95999998	2.19916400
3.99999998	2.19916400
4.03999998	2.19916400
