Time	Channel B
(us)	(V)

0.00000000	6.41193900
0.04000000	6.41193900
0.08000000	6.41193900
0.12000000	6.41193900
0.16000000	6.23615200
0.20000000	6.23615200
0.24000000	6.23615200
0.28000000	6.06097600
0.32000000	6.06097600
0.36000000	6.06097600
0.40000000	6.06097600
0.44000000	5.88519000
0.48000000	5.88519000
0.52000000	5.88519000
0.56000000	5.88519000
0.60000000	5.88519000
0.64000000	5.71001300
0.68000000	5.71001300
0.72000000	5.71001300
0.76000000	5.53422600
0.80000000	5.53422600
0.83999999	5.53422600
0.87999999	5.53422600
0.91999999	5.53422600
0.95999999	5.35844000
0.99999999	5.35844000
1.03999999	5.35844000
1.07999999	5.18326400
1.11999999	5.18326400
1.15999999	5.18326400
1.19999999	5.00747700
1.23999999	5.00747700
1.27999999	4.83230100
1.31999999	4.83230100
1.35999999	4.83230100
1.39999999	4.83230100
1.43999999	4.65651400
1.47999999	4.65651400
1.51999999	4.65651400
1.55999999	4.48072800
1.59999999	4.48072800
1.63999999	4.48072800
1.67999999	4.48072800
1.71999999	4.30555200
1.75999999	4.30555200
1.79999999	4.30555200
1.83999999	4.12976500
1.87999999	4.12976500
1.91999999	4.12976500
1.95999999	4.12976500
1.99999999	3.95458800
2.03999999	3.95458800
2.07999999	3.95458800
2.11999999	3.95458800
2.15999999	3.95458800
2.19999999	3.77880200
2.23999999	3.77880200
2.27999999	3.60301500
2.31999999	3.77880200
2.35999999	3.60301500
2.39999999	3.60301500
2.43999999	3.60301500
2.47999998	3.60301500
2.51999998	3.42783900
2.55999998	3.42783900
2.59999998	3.42783900
2.63999998	3.42783900
2.67999998	3.42783900
2.71999998	3.42783900
2.75999998	3.25205200
2.79999998	3.25205200
2.83999998	3.25205200
2.87999998	3.25205200
2.91999998	3.25205200
2.95999998	3.25205200
2.99999998	3.07687600
3.03999998	3.07687600
3.07999998	3.07687600
3.11999998	3.07687600
3.15999998	3.07687600
3.19999998	3.07687600
3.23999998	3.07687600
3.27999998	3.07687600
3.31999998	3.07687600
3.35999998	3.07687600
3.39999998	3.07687600
3.43999998	3.07687600
3.47999998	3.07687600
3.51999998	3.07687600
3.55999998	3.07687600
3.59999998	3.07687600
3.63999998	3.07687600
3.67999998	3.07687600
3.71999998	3.07687600
3.75999998	3.07687600
3.79999998	3.07687600
3.83999998	2.90108900
3.87999998	2.90108900
3.91999998	2.90108900
3.95999998	3.07687600
3.99999998	2.90108900
4.03999998	2.72530300
4.07999998	2.90108900
