Time	Channel B
(us)	(V)

0.00000000	-6.22638600
0.04000000	-6.22638600
0.08000000	-6.05060000
0.12000000	-6.22638600
0.16000000	-6.22638600
0.20000000	-6.22638600
0.24000000	-6.05060000
0.28000000	-6.22638600
0.32000000	-6.22638600
0.36000000	-6.05060000
0.40000000	-6.05060000
0.44000000	-6.05060000
0.48000000	-6.05060000
0.52000000	-5.87542300
0.56000000	-6.05060000
0.60000000	-6.05060000
0.64000000	-5.87542300
0.68000000	-5.87542300
0.72000000	-5.87542300
0.76000000	-5.87542300
0.80000000	-5.69963700
0.83999999	-5.69963700
0.87999999	-5.69963700
0.91999999	-5.69963700
0.95999999	-5.69963700
0.99999999	-5.69963700
1.03999999	-5.69963700
1.07999999	-5.69963700
1.11999999	-5.69963700
1.15999999	-5.52446100
1.19999999	-5.52446100
1.23999999	-5.52446100
1.27999999	-5.34867400
1.31999999	-5.34867400
1.35999999	-5.34867400
1.39999999	-5.34867400
1.43999999	-5.17288700
1.47999999	-5.17288700
1.51999999	-5.17288700
1.55999999	-4.99771100
1.59999999	-4.99771100
1.63999999	-4.99771100
1.67999999	-4.99771100
1.71999999	-4.99771100
1.75999999	-4.82192500
1.79999999	-4.82192500
1.83999999	-4.64674800
1.87999999	-4.82192500
1.91999999	-4.64674800
1.95999999	-4.64674800
1.99999999	-4.47096200
2.03999999	-4.47096200
2.07999999	-4.47096200
2.11999999	-4.47096200
2.15999999	-4.29517500
2.19999999	-4.29517500
2.23999999	-4.29517500
2.27999999	-4.29517500
2.31999999	-4.29517500
2.35999999	-4.29517500
2.39999999	-4.11999900
2.43999999	-4.11999900
2.47999998	-4.11999900
2.51999998	-4.11999900
2.55999998	-3.94421200
2.59999998	-3.94421200
2.63999998	-3.94421200
2.67999998	-3.94421200
2.71999998	-3.76903600
2.75999998	-3.76903600
2.79999998	-3.76903600
2.83999998	-3.76903600
2.87999998	-3.76903600
2.91999998	-3.59324900
2.95999998	-3.59324900
2.99999998	-3.59324900
3.03999998	-3.59324900
3.07999998	-3.59324900
3.11999998	-3.41746300
3.15999998	-3.41746300
3.19999998	-3.41746300
3.23999998	-3.41746300
3.27999998	-3.24228600
3.31999998	-3.24228600
3.35999998	-3.24228600
3.39999998	-3.24228600
3.43999998	-3.24228600
3.47999998	-3.06650000
3.51999998	-3.06650000
3.55999998	-3.24228600
3.59999998	-3.06650000
3.63999998	-3.06650000
3.67999998	-3.06650000
3.71999998	-2.89132400
3.75999998	-2.89132400
