Time	Channel B
(us)	(V)

0.00000000	2.72530300
0.04000000	2.90108900
0.08000000	2.90108900
0.12000000	2.90108900
0.16000000	2.90108900
0.20000000	2.90108900
0.24000000	2.90108900
0.28000000	2.90108900
0.32000000	2.90108900
0.36000000	2.90108900
0.40000000	3.07687600
0.44000000	3.07687600
0.48000000	3.07687600
0.52000000	2.90108900
0.56000000	3.07687600
0.60000000	3.07687600
0.64000000	3.07687600
0.68000000	3.07687600
0.72000000	3.07687600
0.76000000	3.07687600
0.80000000	3.07687600
0.83999999	3.07687600
0.87999999	3.07687600
0.91999999	3.07687600
0.95999999	3.07687600
0.99999999	3.07687600
1.03999999	3.25205200
1.07999999	3.07687600
1.11999999	3.07687600
1.15999999	3.07687600
1.19999999	3.25205200
1.23999999	3.07687600
1.27999999	3.25205200
1.31999999	3.25205200
1.35999999	3.07687600
1.39999999	3.25205200
1.43999999	3.25205200
1.47999999	3.25205200
1.51999999	3.25205200
1.55999999	3.25205200
1.59999999	3.25205200
1.63999999	3.25205200
1.67999999	3.25205200
1.71999999	3.25205200
1.75999999	3.25205200
1.79999999	3.42783900
1.83999999	3.42783900
1.87999999	3.25205200
1.91999999	3.42783900
1.95999999	3.25205200
1.99999999	3.42783900
2.03999999	3.25205200
2.07999999	3.42783900
2.11999999	3.42783900
2.15999999	3.42783900
2.19999999	3.42783900
2.23999999	3.42783900
2.27999999	3.42783900
2.31999999	3.42783900
2.35999999	3.42783900
2.39999999	3.42783900
2.43999999	3.42783900
2.47999998	3.42783900
2.51999998	3.42783900
2.55999998	3.42783900
2.59999998	3.42783900
2.63999998	3.42783900
2.67999998	3.42783900
2.71999998	3.42783900
2.75999998	3.42783900
2.79999998	3.42783900
2.83999998	3.42783900
2.87999998	3.42783900
2.91999998	3.42783900
2.95999998	3.42783900
2.99999998	3.42783900
3.03999998	3.42783900
3.07999998	3.42783900
3.11999998	3.60301500
3.15999998	3.60301500
3.19999998	3.77880200
3.23999998	3.77880200
3.27999998	3.77880200
3.31999998	3.95458800
3.35999998	3.95458800
3.39999998	4.12976500
3.43999998	4.30555200
3.47999998	4.30555200
3.51999998	4.65651400
3.55999998	4.65651400
3.59999998	4.83230100
3.63999998	4.83230100
3.67999998	5.00747700
3.71999998	5.18326400
3.75999998	5.35844000
3.79999998	5.53422600
3.83999998	5.53422600
3.87999998	5.88519000
3.91999998	5.88519000
3.95999998	6.06097600
3.99999998	6.23615200
4.03999998	6.23615200
4.07999998	6.41193900
