Time	Channel A
(us)	(V)

0.00000000	3.97381500
0.04000000	3.92941100
0.08000000	3.97381500
0.12000000	3.92941100
0.16000000	3.97381500
0.20000000	3.92941100
0.24000000	3.97381500
0.28000000	3.97381500
0.32000000	3.92941100
0.36000000	3.97381500
0.40000000	3.97381500
0.44000000	3.92941100
0.48000000	3.92941100
0.52000000	3.92941100
0.56000000	3.97381500
0.60000000	3.97381500
0.64000000	3.97381500
0.68000000	3.92941100
0.72000000	3.97381500
0.76000000	3.92941100
0.80000000	3.92941100
0.83999999	3.92941100
0.87999999	3.92941100
0.91999999	3.92941100
0.95999999	3.92941100
0.99999999	3.97381500
1.03999999	3.97381500
1.07999999	3.92941100
1.11999999	3.92941100
1.15999999	3.92941100
1.19999999	3.97381500
1.23999999	3.97381500
1.27999999	3.97381500
1.31999999	3.92941100
1.35999999	3.92941100
1.39999999	3.97381500
1.43999999	3.92941100
1.47999999	3.97381500
1.51999999	3.97381500
1.55999999	3.97381500
1.59999999	3.97381500
1.63999999	3.97381500
1.67999999	3.97381500
1.71999999	4.01806700
1.75999999	3.97381500
1.79999999	4.01806700
1.83999999	3.97381500
1.87999999	4.01806700
1.91999999	4.01806700
1.95999999	4.01806700
1.99999999	4.01806700
2.03999999	4.01806700
2.07999999	4.01806700
2.11999999	4.01806700
2.15999999	4.01806700
2.19999999	4.01806700
2.23999999	4.01806700
2.27999999	4.01806700
2.31999999	4.01806700
2.35999999	4.01806700
2.39999999	4.01806700
2.43999999	4.01806700
2.47999998	4.01806700
2.51999998	4.01806700
2.55999998	4.01806700
2.59999998	4.01806700
2.63999998	4.01806700
2.67999998	4.01806700
2.71999998	4.01806700
2.75999998	4.01806700
2.79999998	4.01806700
2.83999998	4.01806700
2.87999998	4.01806700
2.91999998	4.01806700
2.95999998	4.01806700
2.99999998	4.01806700
3.03999998	4.01806700
3.07999998	4.01806700
3.11999998	4.06247100
3.15999998	4.01806700
3.19999998	4.06247100
3.23999998	4.01806700
3.27999998	4.01806700
3.31999998	4.01806700
3.35999998	4.01806700
3.39999998	4.01806700
3.43999998	4.06247100
3.47999998	4.01806700
3.51999998	4.01806700
3.55999998	4.01806700
3.59999998	4.06247100
3.63999998	4.01806700
3.67999998	4.01806700
3.71999998	4.01806700
3.75999998	4.01806700
3.79999998	4.01806700
3.83999998	4.01806700
3.87999998	4.01806700
3.91999998	4.01806700
3.95999998	4.01806700
3.99999998	4.06247100
4.03999998	4.06247100
4.07999998	4.01806700
